"","ID","XCOO","YCOO","ELEV","COUN","ASP","GENLAN","TOPO","GROUNDVEG","TREELAY","VEG_ZONE","Date","SAMP","SPECIES","LITO","C_PAR","TOPC","WEATH","TEMP","Ag","Al","As","Au","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Pd","Pt","Rb","S","Sb","Sc","Se","Si","Sr","Th","Tl","U","V","Y","Zn"
"449",586,672812.4,7488614,250,"RUS","SW","SLOPE","LOWBRLOW","LICHEN","PINE","BOREAL_FOREST",950813,"Smirnov","PSSC",1,"FLUVG",52,"DRY",22,0.07,368,0.125,0.47,2.18,24.5,0.015,0.034,3020,0.108,0.63,1.05,9.37,424,0.032,5840,0.35,1010,524,0.079,124,7.65,1340,2.01,1.39,0.2,30,898,0.033,0.05,0.4,283,18,0.039,0.023,0.013,2.26,0.05,29.4
"450",588,596460.6,7538655,280,"FIN","N","FLAT","FLAT","MOSS","SPRUCE","BOREAL_FOREST",950818,"MLRJARP","HSDC",1,"TILL&SAP",NA,"DRY",15,0.024,127,0.147,NA,1.45,17.6,0.015,0.017,2610,0.056,0.25,0.37,5.31,117,0.074,3850,0.35,791,505,0.064,30.9,3.34,1190,2.29,NA,NA,13.8,844,0.027,0.05,0.4,188,11.9,0.015,0.024,0.012,1.07,0.05,32.6
"451",592,836289.3,7506397,220,"RUS","E","RIDGE","CONVLOW","MOSS","SPRUCE","BOREAL_FOREST",950716,"Katanaev","HSDC",52,"TILL",45,"DRY",15,0.032,264,0.218,0.09,2.58,20.2,0.015,0.023,2360,0.097,0.48,0.51,9.39,255,0.115,3520,0.35,815,824,0.109,107,7.29,1420,3.09,1.22,0.1,11.7,962,0.041,0.05,0.4,213,24.7,0.035,0.031,0.018,2.22,0.05,34.4
"452",593,535635.4,7527409,270,"FIN","NE","PLAIN","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950811,"RPAV","HSDC",51,"TILL",64,"DRY",9,0.019,130,0.095,0.06,1.72,22.8,0.015,0.011,3080,0.073,0.2,0.55,4.34,115,0.099,3640,0.35,980,581,0.061,33.3,1.74,1070,2.17,0.4,0.1,11.8,863,0.029,0.05,0.4,267,6.72,0.015,0.035,0.009,0.84,0.05,49
"453",594,501849.3,7504419,230,"FIN","E","PLAIN","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950808,"RPAV","HSSC",51,"TILL",51,"MIX",8,0.021,196,0.131,0.39,1.91,19.3,0.015,0.017,2890,0.092,0.35,1.22,4.41,249,0.081,3340,0.35,1150,542,0.08,39.4,2.04,1110,2.69,0.46,0.1,11.9,826,0.032,0.05,0.4,265,6.06,0.028,0.041,0.011,1.32,0.05,58.9
"454",595,686609.3,7579206,140,"RUS","S","PLAIN","LOWBRLOW","LICHEN","PINE","BOREAL_FOREST",950801,"Smirnov","HSSC",1,"TILL",38,"DRY",25,0.059,186,0.203,0.07,2.34,14,0.015,0.024,2400,0.124,0.42,0.51,8.1,171,0.049,3670,0.35,833,624,0.081,53.5,6.73,923,2.72,0.92,0.1,5.75,804,0.03,0.05,0.4,195,8.15,0.02,0.019,0.007,1.77,0.05,23
"455",596,570171.3,7522261,275,"FIN","W","PLAIN","CONCLOW","MOSS","PISPRBI","BOREAL_FOREST",950814,"RPAV","HSSC",1,"TILL",67,"DRY",20,0.026,174,0.131,0.95,1.38,17.3,0.015,0.023,2470,0.083,0.24,0.58,5.62,164,0.086,4110,0.35,1040,510,0.079,30.2,2.9,1190,2.99,0.55,0.1,16.3,896,0.032,0.05,0.4,228,6.72,0.03,0.096,0.013,1.32,0.05,67.8
"456",597,544481.8,7748418,220,"FIN","NW","PLAIN","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950722,"JAMLRRR","PSSC",20,"TILL",55,"DRY",12,0.024,157,0.107,0.09,1.48,31.7,0.015,0.014,2650,0.049,0.33,0.43,6.03,143,0.072,4560,0.35,1170,434,0.052,68.5,6.14,1360,3.25,0.55,0.1,8.07,880,0.032,0.05,0.4,232,9.13,0.014,0.013,0.012,1.08,0.05,31
"457",598,814145.8,7580895,195,"RUS","FLAT","RIDGE","TOP","LICHEN","SPARCEBI","FOREST_TUNDRA",950730,"Pavlov","HSDR",20,"FLUVG",44,"DRY",21,0.073,370,0.2,0.33,2.95,22.5,0.015,0.054,3100,0.136,1.19,0.62,24.6,270,0.039,5450,1.2,1320,437,0.119,95.8,28.1,1470,2.82,5.13,0.7,16.7,938,0.05,0.05,0.4,264,16.7,0.111,0.016,0.034,2.25,0.2,32.1
"458",601,551960,7875100,60,"NOR","N","SLOPE","UPBR","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950726,"JHOJTV","PSSC",10,"TILL",NA,"DRY",12,0.018,121,0.102,0.21,1.46,13.5,0.015,0.011,2340,0.051,0.14,0.52,3.99,123,0.074,4430,0.35,1650,194,0.062,225,1.82,1200,2.73,0.55,0.1,4.33,785,0.029,0.05,0.4,162,17.2,0.019,0.009,0.028,0.91,0.05,23.3
"459",602,505347.8,7390691,190,"FIN","N","PLAIN","CONVLOW","MOSS","PISPR","BOREAL_FOREST",950609,"MLRMARP","HSSC",7,"FLUV",55,"DRY",23,0.034,256,0.189,0.1,1.16,21.8,0.015,0.024,2490,0.082,0.19,0.85,4.69,221,0.065,3540,0.35,716,523,0.099,17.7,1.74,943,5,0.77,0.1,17.1,787,0.053,0.05,0.4,210,4.72,0.054,0.108,0.018,1.89,0.05,28.5
"460",603,488404.7,7759363,180,"FIN","N","PLAIN","CONVLOW","MOSS","BIRCH","",950808,"JARR","HSSC",31,"TILL&SAP",45,"MIX",12,0.014,169,0.105,0.7,2.34,12.5,0.015,0.012,2370,0.042,0.3,0.46,4.93,141,0.047,4620,0.35,1510,304,0.047,39.3,3.35,1430,1.43,0.44,0.1,9.4,825,0.022,0.05,0.4,144,6.07,0.015,0.01,0.005,0.79,0.05,27.5
"461",604,532500,7784500,70,"NOR","FLAT","SLOPE","TERR","MOSS","BIRCH","FOREST_TUNDRA",950724,"JHGKTV","PSDC",10,"FLUVG",38,"MIX",10,0.023,142,0.154,0.3,1.92,21.7,0.015,0.017,2750,0.063,0.28,0.48,5.34,166,0.06,4090,0.35,1180,403,0.053,76.4,4.44,1150,2.77,0.51,0.2,7.71,852,0.031,0.05,0.4,179,10.9,0.022,0.01,0.009,1.01,0.05,26.6
"462",605,402010,7722710,400,"NOR","FLAT","FLAT","FLAT","MOSS","BIRCH","FOREST_TUNDRA",950718,"GKOJTV","PSSC",1,"TILL",41,"MIX",14,0.018,452,0.075,0.08,0.75,29.6,0.015,0.011,2200,0.048,0.25,0.28,3.11,141,0.051,4160,0.35,993,226,0.029,30.9,1.72,1070,2.89,0.42,0.1,13.2,798,0.028,0.1,0.4,187,9.53,0.011,0.01,0.007,0.75,0.1,40.5
"463",607,728749.6,7604734,170,"RUS","FLAT","PLAIN","TOP","LICHEN","SPRPIBI","BOREAL_FOREST",950728,"Pavlov","PSDR",20,"FLUVG",50,"DRY",20,0.142,204,0.255,0.53,2.03,18.1,0.015,0.062,2360,0.25,2.34,0.77,42.4,232,0.048,5560,0.35,868,531,0.19,200,48.7,1160,3.5,8.82,1.6,12,903,0.058,0.05,0.4,178,9.18,0.026,0.023,0.01,2.56,0.05,23.7
"464",608,655174.6,7608799,100,"RUS","SW","RIDGE","CONCLOW","MOSS","BIRCHdense","FOREST_TUNDRA",950817,"Pavlov","HSDR",32,"TILL",61,"DRY",18,0.03,87.1,0.17,0.08,2.21,18,0.015,0.023,2190,0.093,0.32,0.3,6.96,100,0.056,4680,0.35,1090,413,0.056,79.6,5.61,1380,1.57,0.86,0.1,10.7,867,0.035,0.05,0.4,118,5.33,0.014,0.016,0.005,0.87,0.05,32.6
"465",609,629082,7613583,150,"RUS","W","RIDGE","LOWBRLOW","MOSS","BIPI","BOREAL_FOREST",950817,"Semenov","HSDC",32,"TILL",36,"DRY",18,0.032,152,0.196,0.06,2.62,21,0.015,0.021,2420,0.087,0.4,0.4,8.48,142,0.045,4830,0.35,939,494,0.058,57.3,7.74,1390,2.25,0.66,0.1,13,911,0.029,0.05,0.4,151,8.36,0.016,0.036,0.008,1.19,0.05,32.7
"466",610,602200,7710470,105,"NOR","W","RIDGE","RUGLOW","MOSS","BIRCH","FOREST_TUNDRA",950801,"GKJHTV","HSSC",20,"",42,"",NA,0.048,145,0.546,0.12,1.31,11.6,0.015,0.029,2130,0.104,1.6,1.12,29.6,484,0.048,3950,0.35,1200,309,0.081,33.4,44.8,1220,3.08,1.22,0.2,8.24,935,0.048,0.05,0.4,182,7.7,0.014,0.031,0.01,1.44,0.05,30.4
"467",611,780360.6,7508507,230,"RUS","NE","RIDGE","CONCLOW","MOSS","BISPR","BOREAL_FOREST",950615,"Semenov","HSSC",52,"TILL",29,"DRY",12,0.121,3340,0.921,0.27,8.11,61.6,0.18,0.043,4250,0.21,2.43,3.42,37.9,2210,0.051,5250,9.2,1170,407,0.402,131,45.4,2040,5.36,7.03,1.5,11.2,1270,0.111,0.2,0.4,556,133,0.423,0.042,0.181,24.5,2.1,53.4
"468",612,649605.6,7536102,180,"RUS","N","RIDGE","UPBRLOW","LICHEN","PIBI","BOREAL_FOREST",950622,"Semenov","PSSC",1,"FLUVG",40,"DRY",18,0.036,224,0.145,0.08,2.48,18.6,0.015,0.032,2200,0.085,0.44,0.59,6.81,236,0.078,4110,0.35,892,556,0.088,61.6,5.71,1040,2.97,1.08,0.1,17,786,0.055,0.05,0.4,196,9.31,0.029,0.031,0.009,1.99,0.05,24.4
"469",613,607560,7746540,50,"NOR","FLAT","LOWMO","TOPLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950731,"GKJHOJ","HSDC",107,"",71,"DRY",19,0.025,401,0.258,0.13,2.93,20.5,0.06,0.019,2820,0.072,1.57,1.01,14.1,634,0.056,3360,1,1270,224,0.268,104,18.4,877,2.33,0.79,0.1,7.7,731,0.034,0.1,0.4,386,15.8,0.099,0.059,0.191,1.81,0.3,22.6
"470",616,418200,7633500,340,"NOR","FLAT","FLAT","FLAT","","","",950714,"JHOJTV","PSSR",51,"TILL",39,"DRY",10,0.023,79.7,0.068,0.3,0.86,26,0.015,0.01,2810,0.07,0.2,0.22,3.42,68.2,0.054,5530,0.35,1200,650,0.035,30,2.02,1420,2.43,0.34,0.1,16.4,833,0.032,0.1,0.4,163,6.82,0.007,0.014,0.002,0.62,0.05,50
"471",617,529687.9,7707385,235,"FIN","W","FLAT","CONCLOW","MOSS","PINE","BOREAL_FOREST",950723,"MLRJARR","PSSC",20,"TILL",45,"MIX",12,0.016,80.5,0.126,0.38,0.63,17.4,0.015,0.011,2400,0.061,0.31,0.37,5.16,103,0.032,5020,0.35,1100,353,0.036,35.3,4.9,1250,1.92,0.4,0.1,12.4,803,0.026,0.05,0.4,125,8.57,0.01,0.009,0.002,0.65,0.05,35.2
"472",619,598150,7764600,95,"NOR","SW","LOWMO","CONCLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950727,"CRTF","HSDC",20,"TILL",54,"DRY",15,0.031,479,0.262,0.14,2.84,48,0.06,0.021,2660,0.083,1.55,0.98,9.22,539,0.074,3580,0.8,1290,180,0.134,125,9.93,1000,3.42,0.79,0.1,4.51,735,0.04,0.1,0.4,332,16.6,0.079,0.079,0.059,2.19,0.3,20.8
"473",620,489604.3,7686343,240,"FIN","N","PLAIN","CONVMED","MOSS","BIRCH","FOREST_TUNDRA",950725,"JAMLRRR","HSDC",31,"TILL",45,"DRY",15,0.018,112,0.149,0.92,1.29,21.8,0.015,0.014,2410,0.063,0.22,0.34,5.34,123,0.036,3710,0.35,1190,444,0.048,40.9,3.4,1150,2.15,0.42,0.1,8.73,761,0.025,0.05,0.4,124,7.85,0.011,0.021,0.004,0.96,0.05,41.5
"474",621,839242.7,7585559,190,"RUS","FLAT","PLAIN","FLAT","LICHEN","MIX","BOREAL_FOREST",950730,"Pavlov","PSSC",20,"FLUVG",60,"DRY",20,0.061,285,0.162,0.15,3.02,20.4,0.015,0.038,2850,0.107,0.75,0.45,14.9,181,0.062,6770,1.1,1350,421,0.101,118,15.6,1520,2.29,2.76,0.4,14.2,983,0.032,0.05,0.4,226,20.4,0.084,0.042,0.022,1.8,0.2,34.5
"475",622,403439.5,7433748,165,"FIN","W","PLAIN","CONVLOW","MOSS","PINE","BOREAL_FOREST",950822,"RPVM","HSSC",7,"TILL",54,"DRY",20,0.035,193,0.174,0.41,1.33,19.4,0.015,0.021,2600,0.09,0.25,1.07,4.77,170,0.046,4020,0.35,823,664,0.132,24,1.39,1060,4.64,0.51,0.1,22.9,816,0.058,0.05,0.4,165,5.68,0.034,0.108,0.015,1.8,0.05,43.3
"476",623,586000,7568100,130,"RUS","S","SLOPE","LOWBRLOW","LICHEN","PINE","BOREAL_FOREST",950803,"Smirnov","PSSC",31,"FLUVG",45,"DRY",15,0.052,214,0.119,0.05,2.11,9.32,0.015,0.019,2200,0.128,0.34,0.5,5.44,195,0.08,3960,0.35,711,616,0.068,62.1,3.58,690,3.11,0.63,0.1,12.9,793,0.043,0.05,0.4,182,4.91,0.033,0.032,0.009,1.46,0.05,23.8
"477",624,646901.3,7460477,280,"RUS","N","RIDGE","LOWBRLOW","MOSS","SPRBI","BOREAL_FOREST",950627,"Pavlov","HSSC",1,"TILL",38,"MIX",13,0.023,129,0.105,0.14,2.96,17.3,0.015,0.011,2570,0.074,0.28,0.1,5.79,119,0.031,4130,0.35,949,519,0.044,22.8,3.26,1280,2,0.79,0.1,11.3,871,0.031,0.05,0.4,156,8.97,0.019,0.016,0.008,1.19,0.05,33.9
"478",625,532786.6,7613723,195,"FIN","N","RIDGE","CONCMED","MOSS","PIBI","BOREAL_FOREST",950613,"MLRRPMA","HSSC",31,"TILL",42,"DRY",21,0.023,208,0.243,0.08,2.69,28.5,0.015,0.016,3120,0.063,0.26,0.24,5.94,199,0.058,2970,0.35,954,734,0.049,11.6,3.69,919,3.62,2.09,0.1,6.12,861,0.038,0.05,0.4,229,12.9,0.017,0.02,0.006,1.39,0.1,25.1
"479",626,825331.1,7597178,180,"RUS","SW","RIDGE","CONCLOW","MOSS","BIRCH","FOREST_TUNDRA",950801,"Pavlov","HSSC",20,"TILLSAP",48,"DRY",20,0.057,293,0.215,0.25,2.21,17.3,0.03,0.017,2210,0.08,0.97,0.1,12.3,197,0.044,4130,1.2,1130,219,0.13,156,17,1250,1.82,2.97,0.5,5.93,730,0.032,0.05,0.4,232,28.1,0.046,0.01,0.014,1.64,0.2,24.3
"480",627,401820.1,7533057,232,"FIN","SE","PLAIN","CONCMED","MOSS","PISPR","BOREAL_FOREST",NA,"VGMARS","HSSC",51,"TILL",45,"MIX",14,0.017,193,0.108,0.3,0.87,15.2,0.015,0.008,2210,0.06,0.27,0.32,5.8,249,0.039,3940,0.35,879,997,0.06,46.3,1.34,1310,2.45,0.42,0.1,20.2,709,0.033,0.05,0.4,231,3.56,0.025,0.025,0.01,1.61,0.05,41.5
"481",628,614500,7570200,130,"RUS","S","RIDGE","LOWBRLOW","MOSS","BIRCH","SHRUB_TUNDRA",950817,"Pavlov","HSDR",32,"FLUVG",55,"MIX",16,0.021,240,0.155,0.1,3.03,18.6,0.015,0.011,2480,0.086,0.34,0.53,6.08,221,0.035,4010,0.35,960,436,0.055,155,4.17,1090,1.75,0.62,0.1,6.34,853,0.052,0.05,0.4,228,7.87,0.029,0.02,0.006,1.47,0.05,33.2
"482",631,476539.6,7566483,280,"FIN","NE","FLAT","FLAT","MOSS","SPRBI","BOREAL_FOREST",960718,"JARR","HSDR",1,"SAP",35,"MIX",12,0.013,70.8,0.06,1.01,0.62,6.89,0.015,0.006,1680,0.072,0.2,0.1,3.63,77.6,0.029,4550,0.35,1000,646,0.028,31.6,1.49,1460,1.62,0.34,0.1,22.3,661,0.015,0.05,0.4,104,2.75,0.009,0.01,0.002,0.68,0.05,40.4
"483",633,484106.5,7422403,260,"FIN","N","PLAIN","CONCLOW","MOSS","SPRPI","BOREAL_FOREST",950620,"RPMA","HSSC",1,"TILL",51,"DRY",21,0.022,317,0.173,0.3,1.49,16.7,0.015,0.016,1810,0.081,0.17,0.73,4.4,154,0.122,2630,0.35,565,602,0.104,5,1.78,813,4.01,1.51,0.1,9.66,580,0.055,0.05,0.4,215,4.26,0.034,0.04,0.009,1.85,0.05,22.5
"484",634,634680.8,7447639,280,"RUS","NW","PLAIN","CONVLOW","LICHEN","BISPR","BOREAL_FOREST",950711,"Smirnov","HSSC",1,"TILL",52,"DRY",10,0.051,184,0.221,0.17,3.35,14.2,0.015,0.025,2360,0.084,0.3,0.54,7.19,189,0.059,4430,0.35,950,275,0.121,89.1,5.35,1320,3.87,0.87,1.4,15.8,901,0.053,0.05,0.4,215,10.1,0.024,0.098,0.009,2.35,0.05,25.7
"485",635,698130.4,7483533,200,"RUS","NW","RIDGE","LOWBRLOW","LICHEN","PINE","BOREAL_FOREST",950627,"Semenov","PSSC",1,"FLUVG",45,"DRY",15,0.066,207,0.167,0.19,2.24,10.6,0.015,0.056,2050,0.136,0.78,0.53,15.5,223,0.057,4930,0.35,919,468,0.097,53.5,13.8,1030,3.7,3.29,0.5,23.2,790,0.048,0.05,0.4,170,5.9,0.026,0.054,0.012,2.42,0.05,27.7
"486",636,498800.5,7541903,310,"FIN","W","FLAT","CONVLOW","MOSS","PINE","BOREAL_FOREST",950824,"JARR","HSDC",7,"TILL",46,"MIX",12,0.037,135,0.116,8.15,1.05,12.1,0.015,0.015,2460,0.074,0.2,0.53,4.33,120,0.039,3690,0.35,800,1030,0.063,49.4,1.59,1230,2.68,0.42,0.5,10.6,800,0.04,0.05,0.4,204,4.22,0.016,0.034,0.009,0.93,0.05,35.3
"487",637,759403.1,7670582,60,"RUS","E","SLOPE","LOWBRLOW","LICHEN","BIRCH","FOREST_TUNDRA",950829,"Smirnov","PSSC",4,"TILLSAP",65,"MIX",10,0.068,399,0.179,0.33,4.01,17.9,0.015,0.031,2650,0.182,0.94,1.72,20.5,609,0.044,5840,0.35,1560,253,0.087,242,18.7,1520,4.43,1.61,0.5,10.4,1100,0.074,0.1,0.4,289,15.9,0.054,0.018,0.019,14.2,0.1,52.5
"488",638,638087,7569748,310,"RUS","NE","RIDGE","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950813,"Pavlov","HSDR",1,"TILL",42,"DRY",18,0.023,112,0.168,0.11,2.2,16.9,0.015,0.022,2620,0.067,0.28,0.37,6.92,128,0.046,4130,0.35,1080,492,0.052,242,5.04,1450,1.82,0.53,0.2,8.82,968,0.211,0.05,0.4,137,6.77,0.015,0.019,0.006,1.28,0.05,37.3
"489",639,773462.6,7562845,210,"RUS","W","RIDGE","LOWBRLOW","MOSS","PINE","BOREAL_FOREST",950823,"Semenov","HSDC",20,"TILL",30,"MIX",8,0.158,517,0.492,1.08,4.03,15.4,0.015,0.123,2670,0.383,2.17,1.46,52.5,1760,0.047,5840,0.9,1090,376,0.331,294,60.5,1700,2.84,11,2.2,27.8,1050,0.154,0.05,0.4,304,21,0.064,0.046,0.034,4.49,0.3,35.6
"490",640,603600,7674400,180,"RUS","FLAT","PLAIN","TOP","MOSS","SPARCEPI","BOREAL_FOREST",950824,"Pavlov","HSSC",22,"TILL",32,"DRY",15,0.039,175,0.52,0.34,3.23,29.2,0.015,0.036,3280,0.104,0.98,0.96,19.8,366,0.036,3770,0.35,961,423,0.075,239,27.1,1000,3.21,1.26,0.2,5.63,941,0.127,0.05,0.4,224,15.6,0.017,0.023,0.011,1.44,0.05,30
"491",642,444422.7,7568692,310,"FIN","SW","PLAIN","TOPLOW","","","",950803,"MLR","HSDC",1,"TILL&SAP",40,"DRY",19,0.015,184,0.133,0.28,0.91,24.6,0.015,0.019,2670,0.075,0.16,0.56,4.32,154,0.052,3760,0.35,781,758,0.091,39.3,1.35,1240,3.73,0.85,0.1,19.8,865,0.051,0.05,0.4,158,5.47,0.02,0.043,0.009,1.32,0.05,27.4
"492",643,634062.9,7466467,300,"RUS","FLAT","PLAIN","FLAT","MOSS","BISPR","BOREAL_FOREST",950703,"Pavlov","HSSC",1,"TILL",34,"DRY",18,0.03,183,0.12,0.11,0.73,10.9,0.015,0.016,1970,0.076,0.21,0.41,4.78,122,0.04,3440,0.35,840,471,0.065,31.9,1.92,1120,3.36,0.84,0.2,14.2,749,0.029,0.05,0.4,161,6.03,0.014,0.02,0.006,1.23,0.05,34
"493",646,639808.2,7541780,130,"RUS","FLAT","PLAIN","FLAT","LICHEN","PIBI","BOREAL_FOREST",950622,"Pavlov","PSSC",1,"TILL",35,"DRY",16,0.023,145,0.159,0.15,1.23,13.7,0.015,0.021,2180,0.068,0.26,0.36,6.51,164,0.053,4310,0.35,867,593,0.067,69.4,4.29,1250,2.95,0.9,0.1,13.1,922,0.051,0.1,0.4,216,9.44,0.017,0.043,0.008,1.65,0.1,29.3
"494",648,677410.8,7452579,270,"RUS","FLAT","RIDGE","CONCFLAT","MOSS","BIRCHdense","BOREAL_FOREST",950703,"Pavlov","PSSR",1,"FLUVG",44,"DRY",19,0.02,159,0.114,0.08,0.96,11.6,0.015,0.011,2150,0.085,0.25,0.87,4.01,160,0.045,3570,0.35,1110,418,0.058,32.4,2.51,1000,2.6,1.06,0.4,12.5,771,0.034,0.05,0.4,156,4.01,0.023,0.039,0.006,1.13,0.05,35.6
"495",649,494102.4,7695939,280,"FIN","S","PLAIN","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950818,"MLRJARP","HSSC",32,"TILL",40,"DRY",12,0.042,181,0.106,0.18,0.79,21.1,0.015,0.022,2440,0.135,0.41,0.43,6.22,188,0.056,5000,0.35,1050,745,0.075,30.3,5.36,1380,3.99,0.36,0.3,20.7,886,0.047,0.05,0.4,188,9.89,0.018,0.027,0.009,1.94,0.05,45.9
"496",650,451700,7808820,70,"NOR","FLAT","LOWMO","FLATTERR","MOSS","BIRCH","FOREST_TUNDRA",950710,"ALL","HSDR",10,"FLUVG",63,"MIX",8,0.012,103,0.06,0.3,2.36,11.7,0.015,0.007,2600,0.041,0.18,0.1,3.54,80.3,0.042,3810,0.35,1460,456,0.031,104,1.25,1210,1.42,0.31,0.1,4.95,753,0.022,0.05,0.4,111,8.98,0.009,0.008,0.006,0.48,0.05,28.7
"497",651,428129.4,7594681,340,"FIN","S","FLAT","CONVLOW","","","",950724,"MLRJARR","HSDC",51,"TILL",35,"DRY",17,0.017,86.8,0.098,0.15,1.06,14.8,0.015,0.012,3610,0.063,0.13,0.25,3.94,88,0.039,3580,0.35,867,496,0.063,33.9,1.81,1120,2.51,0.31,0.2,8.22,814,0.025,0.05,0.4,212,7.28,0.011,0.011,0.005,0.92,0.05,25.3
"498",652,465051,7773350,500,"NOR","FLAT","RIDGE","FLAT","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950723,"OJGKTV","PSSC",10,"FLUVG",30,"MIX",8,0.032,1200,0.151,0.89,1.54,41.5,0.04,0.019,2380,0.107,0.6,1.65,5.69,1080,0.05,4510,0.35,1380,165,0.071,65.7,4,1030,10.5,1.9,0.1,6.92,867,0.023,0.2,0.4,494,13.8,0.154,0.018,0.024,3.14,0.4,47.2
"499",653,587750,7689000,95,"NOR","E","RIDGE","UPBRLOW","MOSS","PINE","",950731,"CRTF","HSSC",51,"TILL",50,"DRY",NA,0.039,171,0.493,NA,1.29,20.4,0.015,0.03,2390,0.096,0.92,0.79,18.1,340,0.097,2910,0.35,737,422,0.086,45.6,24.7,715,3.16,NA,NA,7.5,842,0.042,0.05,0.4,150,7.99,0.022,0.055,0.041,1.63,0.2,18.8
"500",654,423243,7721530,340,"NOR","FLAT","FLAT","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950718,"GKOJTV","PSSC",1,"TILL",42,"MIX",14,0.014,97.9,0.103,0.13,1.17,21.3,0.015,0.014,3240,0.06,0.15,0.22,3.8,101,0.058,4120,0.35,1020,407,0.044,44.7,1.91,1020,2.49,0.37,0.2,11.9,963,0.03,0.05,0.4,143,4.24,0.013,0.011,0.006,0.67,0.05,25.5
"501",655,425230.6,7614173,340,"FIN","E","FLAT","CONCLOW","MOSS","BIPI","FOREST_TUNDRA",950724,"MLRJARR","HSSC",51,"TILL",40,"DRY",15,0.017,88.7,0.101,0.26,1.09,13,0.015,0.013,2590,0.061,0.31,1,4.53,86.4,0.046,3580,0.35,1350,419,0.067,42.4,2.02,1420,1.89,0.27,0.1,14.5,842,0.027,0.05,0.4,85.2,6.49,0.009,0.012,0.002,0.71,0.05,44
"502",656,667888.5,7624716,100,"RUS","FLAT","RIDGE","TOP","LICHEN","PINE","BOREAL_FOREST",950818,"Pavlov","PSSC",22,"TILL",25,"DRY",16,0.049,172,0.19,0.12,1.27,36.3,0.015,0.024,3080,0.094,0.56,0.5,10.7,195,0.065,5160,0.35,1100,809,0.057,78.8,11.8,1410,2.74,1.19,0.1,13.5,957,0.038,0.05,0.4,134,7.16,0.024,0.032,0.007,1.5,0.05,32.3
"503",657,601100,7689000,60,"RUS","N","RIDGE","LOWBRLOW","MOSS","BIPI","BOREAL_FOREST",950824,"Smirnov","HSDC",51,"FLUVG",57,"MIX",16,0.037,190,0.478,0.1,1.81,14,0.015,0.02,2770,0.119,1.29,1,20.9,448,0.036,5130,0.35,1290,418,0.061,130,30.9,1550,2.12,0.88,0.2,13.6,1030,0.032,0.05,0.4,285,7.34,0.026,0.021,0.008,1.36,0.05,34.4
"504",658,580500,7606700,100,"RUS","FLAT","PLAIN","TERR","LICHEN","PINE","BOREAL_FOREST",950826,"Smirnov","HSDR",31,"FLUVG",53,"RAIN",13,0.05,253,0.161,0.07,1.37,14,0.015,0.013,2450,0.102,0.45,0.68,5.68,263,0.046,4300,0.35,1210,280,0.057,79.1,4.61,977,1.48,0.48,0.1,7.89,797,0.031,0.05,0.4,223,13.3,0.055,0.013,0.007,1.05,0.05,27.8
"505",662,575250,7859150,50,"NOR","FLAT","SLOPE","FLATTER","MOSS","BIRCHdense","DWARF_SHRUB_TUNDRA",950727,"GKJHOJ","HSDC",9,"",68,"MIX",14,0.018,126,0.107,0.15,2.22,10.9,0.015,0.009,2520,0.023,0.24,0.31,3.97,122,0.102,3540,0.35,1530,224,0.064,196,1.9,1150,1.72,0.49,0.1,2.79,747,0.024,0.05,0.4,110,13.3,0.019,0.01,0.014,0.73,0.05,15.6
"506",663,703600.4,7684910,160,"RUS","FLAT","RIDGE","TOP","MOSS","BIRCH","FOREST_TUNDRA",950810,"Pavlov","HSDC",20,"TILL",38,"MIX",12,0.029,173,0.203,0.09,3.03,12.3,0.015,0.015,2610,0.086,0.9,0.84,16.5,286,0.04,4810,0.35,1380,421,0.079,112,25.3,1630,1.62,1.23,0.2,9.19,950,0.039,0.05,0.4,127,11.8,0.017,0.009,0.007,1.97,0.05,42.3
"507",664,594509,7729200,60,"NOR","FLAT","PLAIN","FLAT","MOSS","BIRCH","FOREST_TUNDRA",950727,"CRTF","PSDC",20,"FLUV",20,"DRY",15,0.018,136,0.2,0.31,1.36,19.8,0.015,0.014,2520,0.064,0.88,0.61,12.1,314,0.037,4580,0.35,1190,472,0.057,75.1,17.2,1180,2.26,0.83,0.1,19.9,904,0.036,0.05,0.4,231,9.81,0.02,0.037,0.009,0.96,0.05,27.3
"508",666,394942.9,7531108,260,"FIN","SW","FLAT","FLAT","MOSS","PINE","BOREAL_FOREST",950718,"VGMARS","HSSC",51,"TILL&SAP",42,"MIX",14,0.022,155,0.109,0.09,0.76,16,0.015,0.013,2360,0.052,0.16,0.41,5.18,158,0.047,3560,0.35,809,1170,0.087,38,1.3,1260,2.88,0.33,0.1,19.6,801,0.026,0.05,0.4,129,3.49,0.02,0.023,0.012,1.28,0.05,32
